Total Cohort #,Total Grads #,Dropped Out #,Still Enrolled #,Local #,Total Regents #,Regents w/o Advanced #,Advanced Regents #
10826,5222.0,3410.0,2174.0,585.0,4637.0,4637.0,0.0
76860,57405.0,8009.0,8995.0,11624.0,45796.0,39357.0,6439.0
13275,9540.0,1202.0,2416.0,1143.0,8397.0,7680.0,717.0
12847,7256.0,2787.0,2661.0,1549.0,5707.0,5349.0,358.0
18098,11293.0,3425.0,3130.0,2007.0,9286.0,8666.0,620.0
48194,26342.0,12250.0,7071.0,10901.0,15456.0,14412.0,1044.0
9291,7324.0,911.0,980.0,922.0,6402.0,6044.0,358.0
191621,136679.0,23538.0,27416.0,17974.0,118705.0,77693.0,41012.0
79005,65875.0,6301.0,5631.0,5800.0,60075.0,30397.0,29678.0
289136,201427.0,49545.0,32328.0,25132.0,176305.0,112674.0,63631.0
211363,130493.0,46080.0,30202.0,17648.0,112875.0,73964.0,38911.0
5746,5390.0,229.0,99.0,50.0,5340.0,4433.0,907.0
13950,9017.0,2646.0,2257.0,1706.0,7311.0,7311.0,0.0
24399,18563.0,2686.0,2933.0,1043.0,17520.0,15427.0,2093.0
11831,9104.0,1252.0,1278.0,1006.0,8098.0,6918.0,1180.0
30221,14296.0,9827.0,4783.0,6684.0,7612.0,5380.0,2232.0
161171,108911.0,27600.0,20545.0,16735.0,92176.0,73432.0,18744.0
7786,7394.0,86.0,266.0,275.0,7119.0,5672.0,1447.0
245379,196178.0,20511.0,22083.0,11461.0,184747.0,112060.0,72687.0
156303,110085.0,19610.0,22032.0,12628.0,97472.0,67431.0,30041.0
8319,7469.0,443.0,329.0,358.0,7111.0,7075.0,36.0
8810,6987.0,1044.0,643.0,316.0,6671.0,6671.0,0.0
60466,34836.0,13681.0,9686.0,7892.0,26959.0,25169.0,1790.0
40144,30214.0,5027.0,3895.0,3959.0,26255.0,20403.0,5852.0
16059,5417.0,4239.0,6113.0,1951.0,3466.0,3458.0,8.0
242214,216194.0,9727.0,14526.0,12498.0,203696.0,78141.0,125555.0
225948,169916.0,34856.0,19019.0,17187.0,152744.0,94286.0,58458.0
135567,79161.0,31219.0,20416.0,23599.0,55605.0,47787.0,7818.0
56250,53175.0,1377.0,1587.0,3422.0,49753.0,17561.0,32192.0
26219,25432.0,199.0,505.0,2103.0,23338.0,15621.0,7717.0
3165,727.0,797.0,1626.0,685.0,42.0,42.0,0.0
1092,818.0,34.0,240.0,80.0,738.0,728.0,10.0
7296,2622.0,1251.0,3331.0,310.0,2312.0,2312.0,0.0
15960,11311.0,1582.0,2520.0,1958.0,9353.0,8506.0,847.0
16644,11682.0,2149.0,2506.0,2343.0,9339.0,8119.0,1220.0
15130,4814.0,3350.0,6712.0,1941.0,2873.0,2873.0,0.0
3516,3120.0,38.0,348.0,356.0,2764.0,2617.0,147.0
11077,6322.0,2307.0,1845.0,3373.0,2949.0,2870.0,79.0
20828,5118.0,6439.0,8825.0,1552.0,3566.0,3566.0,0.0
16189,6963.0,3491.0,5446.0,1643.0,5320.0,5320.0,0.0
18920,14277.0,1865.0,1996.0,2224.0,12053.0,9512.0,2541.0
706,360.0,156.0,190.0,10.0,350.0,350.0,0.0
22370,20725.0,597.0,925.0,230.0,20495.0,8998.0,11497.0
18850,15290.0,1312.0,2148.0,1922.0,13368.0,10168.0,3200.0
14377,12645.0,995.0,534.0,228.0,12417.0,9579.0,2838.0
11375,7135.0,2182.0,2029.0,441.0,6694.0,6679.0,15.0
20611,20315.0,40.0,231.0,0.0,20315.0,20290.0,25.0
192380,117463.0,39800.0,28818.0,28825.0,88693.0,69165.0,19528.0
163040,100261.0,34286.0,22580.0,27248.0,73013.0,58586.0,14427.0
26028,19143.0,2212.0,4296.0,1943.0,17200.0,17200.0,0.0
27180,21096.0,2176.0,3804.0,2190.0,18906.0,18906.0,0.0
50035,40783.0,4493.0,4395.0,2713.0,38074.0,30925.0,7149.0
26061,21295.0,1631.0,2508.0,3978.0,17317.0,16672.0,645.0
13942,13687.0,154.0,101.0,114.0,13573.0,8576.0,4997.0
82601,62992.0,10008.0,8310.0,8628.0,54384.0,45940.0,8444.0
113458,100080.0,2918.0,8754.0,6643.0,93437.0,48798.0,44639.0
19102,5220.0,5138.0,8331.0,1128.0,4092.0,4092.0,0.0
1590,1253.0,46.0,255.0,64.0,1189.0,887.0,302.0
816,766.0,10.0,30.0,0.0,766.0,328.0,438.0
8313,7915.0,162.0,224.0,88.0,7827.0,4761.0,3066.0
17134,12021.0,2296.0,2809.0,1645.0,10376.0,10376.0,0.0
14000,13060.0,249.0,618.0,745.0,12315.0,8413.0,3902.0
13751,12891.0,357.0,490.0,1037.0,11854.0,10606.0,1248.0
220953,147562.0,39790.0,28217.0,25260.0,122312.0,95201.0,27111.0
172199,105004.0,38922.0,23835.0,14078.0,90926.0,74796.0,16130.0
63687,63619.0,6.0,62.0,0.0,63619.0,801.0,62818.0
50971,16642.0,13137.0,20657.0,5798.0,10844.0,10619.0,225.0
39208,31773.0,2893.0,4057.0,3304.0,28469.0,22685.0,5784.0
17745,4938.0,4104.0,8182.0,1464.0,3474.0,3474.0,0.0
259240,225836.0,14721.0,14215.0,17141.0,208710.0,106490.0,102220.0
292445,250544.0,18551.0,18094.0,24727.0,225817.0,87173.0,138644.0
170525,114058.0,27418.0,22896.0,21575.0,92578.0,81352.0,11226.0
228400,200980.0,13158.0,11145.0,12064.0,188991.0,88164.0,100827.0
64597,58301.0,2316.0,3536.0,11102.0,47199.0,40686.0,6513.0
19666,13083.0,2920.0,3340.0,1980.0,11103.0,10778.0,325.0
7649,2485.0,1203.0,3849.0,174.0,2311.0,2311.0,0.0
18843,17423.0,444.0,831.0,1516.0,15907.0,13727.0,2180.0
10750,7577.0,2106.0,942.0,868.0,6709.0,6351.0,358.0
19095,17467.0,856.0,626.0,1171.0,16296.0,12210.0,4086.0
10747,7495.0,1520.0,1579.0,471.0,7024.0,6555.0,469.0
15603,15555.0,28.0,20.0,0.0,15555.0,523.0,15032.0
7946,5063.0,1709.0,1118.0,811.0,4252.0,4118.0,134.0
5727,3603.0,1235.0,853.0,381.0,3222.0,3128.0,94.0
70436,36657.0,17443.0,13240.0,15080.0,21577.0,20732.0,845.0
72091,37397.0,19278.0,11769.0,17010.0,20397.0,18640.0,1757.0
25870,12805.0,8434.0,3595.0,8681.0,4124.0,3669.0,455.0
192157,113355.0,44573.0,27859.0,26284.0,87086.0,78668.0,8418.0
223035,132674.0,50198.0,34423.0,27307.0,105387.0,93504.0,11883.0
34792,33441.0,638.0,658.0,946.0,32495.0,21691.0,10804.0
3184,3154.0,30.0,0.0,106.0,3048.0,2478.0,570.0
6847,6575.0,97.0,155.0,33.0,6542.0,3355.0,3187.0
12867,10754.0,746.0,1306.0,369.0,10385.0,8536.0,1849.0
8967,7409.0,479.0,1031.0,275.0,7134.0,6459.0,675.0
7800,6607.0,568.0,481.0,0.0,6607.0,5120.0,1487.0
16597,2390.0,7788.0,5829.0,710.0,1680.0,1680.0,0.0
10015,9013.0,443.0,509.0,226.0,8787.0,5404.0,3383.0
261364,224503.0,18354.0,15674.0,28361.0,196157.0,112365.0,83792.0
73441,37806.0,21829.0,10744.0,10093.0,27713.0,23112.0,4601.0
213731,154598.0,32593.0,23169.0,32908.0,121690.0,100563.0,21127.0
150623,133244.0,7598.0,7322.0,8676.0,124588.0,74776.0,49812.0
27327,26465.0,249.0,571.0,595.0,25870.0,8899.0,16971.0
23579,21443.0,1100.0,866.0,1017.0,20426.0,15276.0,5150.0
23554,23261.0,44.0,249.0,47.0,23214.0,2015.0,21199.0
27351,21787.0,2252.0,3088.0,4456.0,17331.0,16127.0,1204.0
8426,7906.0,223.0,289.0,513.0,7393.0,5514.0,1879.0
914,806.0,36.0,72.0,18.0,788.0,788.0,0.0
20848,15530.0,1909.0,3273.0,1626.0,13904.0,12758.0,1146.0
11208,8797.0,598.0,1652.0,1128.0,7669.0,7109.0,560.0
22134,17750.0,1902.0,2270.0,2707.0,15043.0,12689.0,2354.0
23494,19377.0,1579.0,2385.0,1355.0,18022.0,14771.0,3251.0
8991,7358.0,598.0,1003.0,832.0,6526.0,5303.0,1223.0
6624,5369.0,336.0,907.0,832.0,4537.0,4383.0,154.0
532,492.0,10.0,30.0,38.0,454.0,354.0,100.0
10515,4609.0,4115.0,1420.0,3892.0,702.0,672.0,30.0
26665,19826.0,2701.0,3658.0,3163.0,16663.0,14277.0,2386.0
20029,13159.0,3276.0,2853.0,1974.0,11185.0,10004.0,1181.0
19666,11300.0,3963.0,3691.0,3149.0,8151.0,7589.0,562.0
23609,18657.0,2128.0,2293.0,2697.0,15960.0,14895.0,1065.0
1130,1032.0,12.0,86.0,60.0,972.0,742.0,230.0
7678,7428.0,30.0,185.0,97.0,7331.0,5854.0,1477.0
13002,12688.0,141.0,133.0,814.0,11874.0,9614.0,2260.0
202634,131657.0,38908.0,26332.0,19370.0,112317.0,82582.0,29735.0
200177,126105.0,35494.0,31720.0,12171.0,113939.0,93844.0,20095.0
36678,35357.0,256.0,960.0,1263.0,34094.0,18901.0,15193.0
53987,40484.0,6929.0,5633.0,4670.0,35814.0,30280.0,5534.0
61063,43299.0,9808.0,7220.0,3179.0,40132.0,28074.0,12058.0
40579,37040.0,1302.0,1905.0,1277.0,35763.0,20040.0,15723.0
14120,13972.0,44.0,104.0,243.0,13729.0,7730.0,5999.0
22813,22107.0,252.0,349.0,1697.0,20410.0,16346.0,4064.0
11860,10467.0,510.0,785.0,1490.0,8977.0,8318.0,659.0
27002,24850.0,462.0,1172.0,2816.0,22034.0,13353.0,8681.0
159629,119823.0,19383.0,16695.0,20674.0,99161.0,73849.0,25312.0
141791,93068.0,24185.0,16282.0,18277.0,74866.0,59705.0,15161.0
161377,121504.0,20439.0,15411.0,18251.0,103253.0,74797.0,28456.0
264785,227762.0,19525.0,13720.0,30651.0,197123.0,120710.0,76413.0
213978,172716.0,18240.0,14684.0,25533.0,147263.0,96107.0,51156.0
21146,8291.0,5912.0,6091.0,4059.0,4232.0,4232.0,0.0
40343,27265.0,5221.0,5064.0,5909.0,21361.0,15871.0,5490.0
54600,54117.0,272.0,211.0,0.0,54117.0,1225.0,52892.0
2928,2440.0,228.0,208.0,173.0,2267.0,1939.0,328.0
16595,11876.0,2921.0,1557.0,2988.0,8888.0,7951.0,937.0
9888,4448.0,3987.0,1078.0,3648.0,815.0,815.0,0.0
36823,26135.0,4996.0,5347.0,9237.0,16898.0,14099.0,2799.0
23731,16889.0,3434.0,2503.0,4534.0,12355.0,11983.0,372.0
21888,13643.0,4218.0,3091.0,4173.0,9470.0,8812.0,658.0
5711,5404.0,79.0,197.0,769.0,4635.0,3758.0,877.0
23134,15235.0,3911.0,3200.0,5632.0,9603.0,9140.0,463.0
39648,7431.0,16842.0,14609.0,3503.0,3928.0,3928.0,0.0
